test,predict
3.439888889,3.736221
3.566666667,3.6071548
3.6527777780000004,3.6596584
4.180555556,3.8189106
3.887,3.6425774
3.747111111,3.3488245
3.7238888889999995,3.22282
3.6333333329999995,3.1467159
3.439555556,3.0948226
3.402666667,3.0837874
3.162777778,3.0392072
3.145888889,3.3369937
3.336222222,3.1946335
3.028777778,3.1698105
2.881555556,3.0796936
2.794666667,3.2367935
2.818555556,3.4177501
2.762222222,3.367887
2.901111111,3.1223874
2.9221111109999995,3.091994
2.893666667,2.9804485
2.941111111,3.1495383
2.9066666670000005,3.7489467
