test,predict
3.734555556,3.893201
3.671111111,3.8974109
3.699111111,3.6661427
3.3363333330000002,3.4841828
3.146777778,3.3621683
3.118444444,3.1347723
3.182444444,2.9983985
3.117555556,3.0757096
3.013111111,3.1386058
2.955,3.111857
3.040888889,3.0046713
2.963111111,2.9812188
3.143555556,2.9897249
3.1022222219999995,3.0965102
3.076444444,3.1646967
3.000555556,3.1991663
2.923888889,3.0624385
3.022666667,3.1052148
3.02,3.2282736
3.118222222,3.3717334
3.019666667,3.0699146
3.158,3.0187635
3.036444444,2.8500695
