test,predict
3.546444444,3.4533558
3.666222222,3.4715505
3.271777778,3.4207973
3.419888889,3.6229727
3.2675555560000005,3.5914366
3.297333333,3.246786
3.220222222,3.37148
3.066444444,3.24532
3.261555556,3.1671004
3.442888889,3.2621694
3.465555556,3.5881364
3.334333333,3.2770143
3.401333333,3.003966
3.192333333,2.968132
3.067,2.942161
2.997222222,2.8981373
2.784222222,2.9266453
2.89,3.0350544
2.818777778,3.235723
2.868555556,3.1676433
2.731222222,3.2818475
2.762777778,3.17832
2.698666667,3.2003045
