test,predict
3.546444444,3.5648627
3.666222222,3.552659
3.271777778,3.716831
3.419888889,3.8892164
3.2675555560000005,3.7596953
3.297333333,3.2708135
3.220222222,3.5656087
3.066444444,3.515981
3.261555556,3.4608548
3.442888889,3.4617798
3.465555556,3.5384843
3.334333333,3.2388282
3.401333333,3.0212214
3.192333333,3.0924075
3.067,3.0656188
2.997222222,3.016158
2.784222222,3.025556
2.89,3.0944338
2.818777778,3.3354566
2.868555556,3.165068
2.731222222,3.1120706
2.762777778,3.1369767
2.698666667,3.2760115
