test,predict
3.546444444,3.5940795
3.666222222,3.5677483
3.271777778,3.5377767
3.419888889,3.6541367
3.2675555560000005,3.6523867
3.297333333,3.2965083
3.220222222,3.5100195
3.066444444,3.34202
3.261555556,3.1370282
3.442888889,3.233645
3.465555556,3.465438
3.334333333,3.188795
3.401333333,2.9827194
3.192333333,3.0948727
3.067,3.0135808
2.997222222,2.876012
2.784222222,2.9512215
2.89,3.008646
2.818777778,3.091744
2.868555556,2.9828079
2.731222222,3.1438956
2.762777778,3.065804
2.698666667,3.1178327
